225.06|-135.473|680.659
226.17|-134.877|680.547
226.438|-134.579|680.491
221.84|-134.459|681.334
205.617|-134.072|680.828
217.607|-134.216|681.559
186.168|-133.411|678.922
203.964|-133.83|681.053
215.169|-133.841|681.109
235.036|-133.719|680.491
189.762|-133.642|681.559
202.833|-133.554|681.109
213.999|-133.72|681.954
225.958|-133.488|680.771
180.047|-133.388|681.728
192.219|-133.267|681.109
203.153|-133.289|681.221
215.992|-133.421|681.897
226.189|-133.168|680.603
174.779|-133.244|682.461
185.456|-133.068|681.559
196.202|-132.958|680.996
206.747|-132.914|680.771
219.65|-132.914|680.771
233.832|-132.827|680.322
170.882|-133.056|682.97
181.195|-132.814|681.728
191.868|-132.65|680.884
202.866|-132.715|681.221
213.646|-132.639|680.828
225.403|-132.639|680.828
239.464|-132.486|680.042
171.848|-132.626|682.236
182.631|-132.527|681.728
193.302|-132.363|680.884
203.947|-132.385|680.996
214.616|-132.243|680.266
225.932|-132.494|681.559
240.59|-132.188|679.986
167.513|-132.547|683.31
178.184|-132.349|682.292
188.932|-132.229|681.672
199.562|-132.043|680.715
210.465|-132.229|681.672
221.449|-132.273|681.897
239.543|-131.956|680.266
164.361|-132.27|683.366
175.11|-132.127|682.631
185.441|-131.909|681.503
196.121|-131.757|680.715
207.068|-131.789|680.884
220.665|-132.204|683.027
243.167|-131.615|679.986
166.293|-131.916|683.027
177.034|-131.774|682.292
187.675|-131.579|681.278
198.112|-131.459|680.659
209.161|-131.557|681.165
241.608|-131.416|680.434
159.574|-131.781|683.82
170.019|-131.618|682.97
180.651|-131.4|681.841
191.232|-131.172|680.659
202.276|-131.27|681.165
239.305|-131.281|681.221
156.131|-131.504|683.876
166.91|-131.374|683.196
177.639|-131.221|682.405
188.156|-130.94|680.94
198.8|-130.961|681.053
210.292|-130.972|681.109
152.224|-131.325|684.444
162.935|-131.129|683.423
173.356|-130.956|682.518
183.99|-130.75|681.446
194.801|-130.685|681.109
238.988|-130.847|681.954
152.513|-131.037|684.444
163.223|-130.841|683.423
173.902|-130.647|682.405
184.564|-130.463|681.446
199.883|-131.288|685.753
148.728|-130.716|684.273
159.574|-130.629|683.82
170.222|-130.402|682.631
180.863|-130.198|681.559
191.121|-129.951|680.266
149.531|-130.374|683.99
160.345|-130.266|683.423
171.099|-130.126|682.687
181.377|-129.868|681.334
200.661|-130.84|686.438
150.42|-130.107|684.103
161.142|-129.924|683.14
171.748|-129.677|681.841
183.114|-129.591|681.39
202.514|-130.627|686.838
147.275|-129.841|684.217
158.094|-129.733|683.649
168.455|-129.508|682.461
181.482|-129.368|681.728
245.583|-128.953|679.537
131.855|-129.692|684.955
142.411|-129.585|684.387
153.263|-129.499|683.933
163.992|-129.327|683.027
174.895|-129.306|682.914
220.959|-131.384|693.888
126.505|-129.243|684.103
137.476|-129.264|684.217
148.354|-129.2|683.876
159.167|-129.093|683.31
169.521|-128.869|682.123
219.901|-131.158|694.239
119.788|-128.859|683.593
130.859|-128.987|684.273
141.534|-128.998|684.33
152.373|-128.901|683.82
163.034|-128.677|682.631
191.933|-128.2|680.098
105.383|-128.56|683.536
116.333|-128.571|683.593
127.401|-128.699|684.273
138.318|-128.667|684.103
148.893|-128.592|683.706
159.637|-128.432|682.857
220.249|-130.606|694.414
97.3302|-128.283|683.593
109.738|-128.315|683.763
120.354|-128.272|683.536
131.436|-128.41|684.273
142.387|-128.41|684.273
153.263|-128.347|683.933
170.284|-127.933|681.728
83.8466|-128.069|683.99
98.4656|-127.974|683.48
110.323|-128.037|683.82
120.92|-127.974|683.48
131.968|-128.08|684.046
142.916|-128.08|684.046
153.814|-128.037|683.82
220.315|-129.715|692.781
83.2359|-127.728|683.706
94.1319|-127.665|683.366
105.95|-127.686|683.48
116.938|-127.739|683.763
127.615|-127.76|683.876
138.537|-127.739|683.763
149.531|-127.781|683.99
244.047|-127.043|680.042
81.1865|-127.387|683.423
92.0789|-127.324|683.083
103.377|-127.419|683.593
114.317|-127.419|683.593
125.012|-127.461|683.82
135.957|-127.461|683.82
146.84|-127.408|683.536
69.765|-127.268|684.33
80.6308|-127.131|683.593
91.2461|-127.078|683.31
102.166|-127.057|683.196
113.156|-127.121|683.536
124.096|-127.121|683.536
134.737|-127.11|683.48
220.103|-128.376|690.287
68.6634|-127.075|684.842
79.5253|-126.917|683.99
90.1247|-126.833|683.536
101.023|-126.78|683.253
112.005|-126.833|683.536
122.925|-126.812|683.423
133.641|-126.875|683.763
246.155|-126.091|679.537
68.9061|-126.702|684.387
79.8001|-126.608|683.876
90.693|-126.534|683.48
102.149|-126.818|685.012
115.921|-127.05|686.266
126.688|-126.545|683.536
221.071|-128.526|694.239
55.1247|-126.54|685.069
65.9961|-126.362|684.103
77.8226|-126.383|684.217
88.6412|-126.194|683.196
99.6678|-126.677|685.81
117.494|-126.278|683.649
131.294|-126.257|683.536
229.421|-127.836|692.083
54.2636|-126.262|685.126
64.8221|-126.032|683.876
76.958|-126.094|684.217
87.7779|-125.906|683.196
100.832|-126.398|685.867
125.845|-125.99|683.649
225.631|-127.544|692.083
46.5265|-126.12|685.924
58.5483|-125.879|684.614
70.3007|-125.754|683.933
81.2134|-125.702|683.649
92.8312|-125.837|684.387
130.185|-125.723|683.763
227.094|-127.093|691.213
46.5187|-125.81|685.81
58.2503|-125.57|684.501
70.0126|-125.466|683.933
81.5757|-125.528|684.273
100.66|-125.967|686.666
224.652|-126.738|690.865
40.762|-125.584|686.152
51.9551|-125.396|685.126
62.5749|-125.282|684.501
74.9035|-125.167|683.876
92.4686|-126.341|690.287
224.389|-126.299|690.056
245.624|-124.394|679.649
44.7707|-125.191|685.582
55.6695|-125.025|684.671
67.1487|-124.921|684.103
86.7267|-125.734|688.558
221.253|-126.209|691.155
232.413|-126.261|691.445
37.0512|-125.162|687.01
47.9311|-124.861|685.354
58.524|-124.674|684.33
78.567|-125.382|688.214
94.6835|-125.612|689.479
225.786|-125.686|689.883
244.753|-124.251|682.01
37.3282|-124.831|686.781
48.2037|-124.531|685.126
60.5216|-124.345|684.103
84.178|-125.679|691.445
218.272|-125.922|692.781
228.363|-125.374|689.768
23.7883|-124.833|688.386
35.8789|-124.532|686.724
47.3459|-124.263|685.24
79.0086|-125.042|689.537
91.7269|-125.356|691.271
223.743|-124.937|688.961
244.235|-123.851|682.97
26.681|-124.512|688.214
39.3235|-124.16|686.266
55.7157|-123.974|685.24
87.802|-124.866|690.172
221.44|-124.658|689.018
232.954|-124.919|690.461
20.3209|-124.326|688.788
31.0031|-124.119|687.64
43.6157|-123.747|685.582
80.6562|-124.764|691.213
219.231|-124.596|690.287
229.683|-124.274|688.501
13.6461|-124.015|688.673
24.6478|-123.912|688.099
37.3624|-123.788|687.41
61.1506|-124.472|691.213
216.027|-124.975|694.005
225.277|-123.953|688.328
246.031|-122.451|679.986
15.9719|-123.766|688.903
26.6721|-123.601|687.984
41.1091|-123.447|687.124
81.3428|-124.788|694.589
221.02|-123.715|688.616
231.926|-123.808|689.134
5.24051|-123.579|689.479
16.2621|-123.476|688.903
27.2471|-123.291|687.869
56.1261|-123.724|690.287
214.58|-124.569|694.999
223.407|-123.301|687.926
244.632|-122.18|681.672
1.75527|-123.258|689.306
12.4848|-123.135|688.616
23.4768|-122.981|687.754
41.6728|-123.682|691.677
214.233|-124.245|694.823
222.716|-122.95|687.582
234.522|-123.371|689.941
-3.4709|-122.978|689.364
7.55612|-122.875|688.788
18.5725|-122.824|688.501
30.2073|-122.968|689.306
66.9908|-123.879|694.414
221.071|-122.711|687.869
232.177|-122.763|688.156
-25.3149|-123.017|691.213
-6.37654|-122.729|689.595
4.65893|-122.688|689.364
15.6792|-122.585|688.788
27.6939|-123.12|691.793
68.293|-123.826|695.761
221.558|-122.371|687.582
232.795|-122.493|688.271
-30.2084|-122.5|689.941
-18.3002|-122.541|690.172
-7.24788|-122.438|689.595
3.78914|-122.438|689.595
14.8088|-122.295|688.788
25.5045|-122.112|687.754
213.26|-123.481|695.468
221.81|-122.061|687.468
233.105|-122.213|688.328
-32.821|-122.199|689.883
-21.7739|-122.168|689.71
-10.7315|-122.127|689.479
0.303488|-122.036|688.961
11.0374|-122.005|688.788
22.2081|-122.815|693.363
68.5997|-123.794|698.886
220.634|-121.761|687.41
231.269|-121.72|687.181
-35.4302|-121.888|689.768
-24.3965|-121.919|689.941
-13.3451|-121.837|689.479
-2.30872|-121.776|689.134
8.73552|-121.98|690.287
21.3266|-122.492|693.188
65.1591|-122.565|693.596
219.857|-121.522|687.697
230.19|-121.32|686.552
-42.1192|-121.618|689.883
-30.1933|-121.567|689.595
-19.1611|-121.597|689.768
-8.40686|-121.526|689.364
2.62559|-121.486|689.134
18.7273|-122.386|694.239
45.3183|-123.132|698.472
217.812|-121.384|688.558
227.554|-120.86|685.582
245.971|-119.843|679.817
-36.0113|-121.307|689.768
-24.9756|-121.327|689.883
-14.2246|-121.327|689.883
-3.17922|-121.185|689.076
9.04064|-121.592|691.387
28.0984|-122.155|694.589
213.698|-121.724|692.141
222.738|-120.621|685.867
234.3|-120.923|687.582
-41.8217|-121.016|689.768
-31.0646|-120.986|689.595
-20.0293|-120.996|689.652
-8.69576|-120.925|689.249
2.93054|-121.514|692.606
21.9789|-121.996|695.351
211.999|-121.965|695.175
220.34|-120.442|686.495
231.173|-120.362|686.038
-45.3307|-120.786|690.114
-34.55|-120.696|689.595
-23.5248|-120.756|689.941
-11.6027|-120.675|689.479
9.06267|-121.304|693.072
43.6308|-122.467|699.716
217.612|-120.404|687.926
227.711|-119.923|685.183
245.95|-118.975|679.761
-38.8904|-120.355|689.306
-27.8907|-120.496|690.114
-9.27636|-120.345|689.249
21.1287|-121.574|696.29
216.616|-120.204|688.443
226.268|-119.635|685.183
245.105|-118.973|681.39
-41.5416|-120.175|689.941
-30.4939|-120.155|689.825
-13.7226|-120.863|693.888
23.5245|-121.537|697.763
217.884|-119.814|687.869
227.923|-119.307|684.955
246.237|-118.402|679.761
-41.5555|-119.925|690.172
-29.6272|-119.884|689.941
7.65198|-121.203|697.527
212.287|-120.459|693.246
220.643|-119.137|685.639
231.655|-119.157|685.753
-49.674|-119.584|689.883
-38.6486|-119.634|690.172
-25.3681|-120.066|692.664
57.4429|-119.975|692.141
214.78|-119.604|689.998
224.08|-118.68|684.671
235.866|-119.245|687.926
-47.3535|-119.303|689.941
-36.323|-119.343|690.172
-22.8075|-120.117|694.648
62.3621|-119.613|691.735
216.453|-118.955|687.926
226.349|-118.372|684.557
239.292|-119.363|690.287
-45.587|-118.953|689.595
-31.5822|-119.814|694.589
56.4878|-119.222|691.155
212.145|-119.502|692.781
220.84|-118.221|685.354
231.501|-118.212|685.297
-52.5666|-118.682|689.71
-41.3791|-119.091|692.083
-26.0632|-119.703|695.644
61.0993|-118.841|690.634
214.256|-118.603|689.249
223.755|-117.796|684.557
235.611|-118.247|687.181
-50.8619|-118.481|690.229
-39.365|-118.879|692.548
-24.3834|-119.794|697.881
61.344|-118.461|690.114
213.837|-118.402|689.768
222.908|-117.517|684.614
234.527|-117.85|686.552
-52.0727|-118.299|690.865
-40.5352|-118.597|692.606
-26.403|-119.329|696.878
58.9496|-118.032|689.306
211.835|-118.617|692.722
220.514|-117.336|685.24
231.078|-117.277|684.899
-54.8951|-117.821|689.768
-43.9878|-118.176|691.851
-29.3803|-119.206|697.881
55.5214|-117.86|689.998
66.5303|-118.315|692.664
216.526|-117.389|687.239
226.506|-116.863|684.16
239.623|-117.929|690.403
-48.5199|-117.569|689.998
-32.0882|-119.144|699.242
51.7997|-117.697|690.75
63.03|-117.481|689.479
213.457|-117.481|689.479
222.816|-116.604|684.33
