30.4036|-109.854|687.181|0
3.50104|-109.732|690.056|0
27.9103|-109.423|689.941|0
30.1493|-108.823|687.984|0
140.937|-90.3243|673.214|1
141.22|-89.4737|673.214|1
140.438|-89.2338|673.544|1
146.596|-89.1829|673.159|1
142.308|-88.8776|672.994|1
148.69|-88.9647|673.654|1
141.695|-88.5652|672.774|1
147.742|-88.623|673.214|1
138.42|-88.1811|672.007|1
144.635|-88.1739|671.952|1
151.156|-88.1811|672.007|1
137.876|-87.9124|672.116|1
143.669|-87.8194|671.405|1
150.257|-88.0344|673.049|1
87.7872|-87.9303|674.425|1
139.913|-87.4867|671.023|1
146.381|-87.6365|672.171|1
79.595|-87.6964|674.811|1
87.7226|-87.5818|673.929|1
136.427|-87.3249|671.952|1
143.482|-87.1403|670.532|1
150.294|-87.4888|673.214|1
83.9297|-87.1911|673.104|1
90.2477|-87.2694|673.709|1
137.652|-86.9215|671.023|1
143.694|-86.8155|670.205|1
150.96|-87.0986|672.39|1
83.2675|-86.8084|672.336|1
89.7022|-87.007|673.874|1
134.337|-86.6882|671.405|1
140.455|-86.6248|670.914|1
146.481|-86.5121|670.041|1
153.935|-87.0568|674.259|1
86.1344|-86.5605|672.61|1
92.6844|-86.858|674.922|1
135.108|-86.3562|671.023|1
141.176|-86.265|670.314|1
147.328|-86.2299|670.041|1
77.6926|-86.3405|673.104|1
84.6489|-86.2069|672.062|1
91.0098|-86.3335|673.049|1
133.184|-86.1086|671.296|1
139.166|-85.9617|670.15|1
145.011|-85.9128|669.769|1
151.463|-86.0526|670.859|1
80.3964|-85.9168|672.007|1
86.6657|-85.9588|672.336|1
93.2224|-86.2612|674.701|1
132.901|-85.8259|671.296|1
138.749|-85.596|669.497|1
144.988|-85.6168|669.661|1
151.402|-85.7352|670.586|1
78.5829|-85.5083|671.023|1
84.6144|-85.6059|671.788|1
90.9282|-85.6896|672.445|1
129.658|-85.8296|673.544|1
135.248|-85.418|670.314|1
141.126|-85.2171|668.737|1
147.172|-85.2932|669.334|1
153.974|-85.6268|671.952|1
79.1739|-85.2535|671.241|1
85.3798|-85.2396|671.132|1
91.8602|-85.4831|673.049|1
129.574|-85.49|673.104|1
135.182|-85.0942|669.987|1
141.103|-84.9217|668.629|1
147.383|-84.9699|669.009|1
154.182|-85.3021|671.624|1
78.5254|-84.8809|670.532|1
84.7524|-84.8947|670.641|1
91.1371|-85.0538|671.897|1
128.639|-85.3389|674.149|1
134.031|-84.7982|669.878|1
139.954|-84.6264|668.521|1
145.832|-84.6058|668.358|1
152.556|-84.9016|670.695|1
77.7224|-84.6467|670.914|1
83.83|-84.5367|670.041|1
90.1559|-84.6467|670.914|1
96.4116|-84.93|673.159|1
132.478|-84.6054|670.586|1
138.31|-84.3721|668.737|1
144.331|-84.2696|667.925|1
150.886|-84.4749|669.552|1
71.1033|-84.8959|675.143|1
79.334|-84.275|670.205|1
85.5025|-84.2339|669.878|1
92.0311|-84.5292|672.226|1
128.061|-84.7641|674.094|1
133.217|-84.2544|670.041|1
138.997|-83.9951|667.979|1
145.151|-83.9747|667.817|1
151.782|-84.2202|669.769|1
71.6192|-84.5492|674.646|1
79.3146|-83.9722|670.041|1
85.4678|-83.9177|669.606|1
91.9037|-84.1294|671.296|1
127.587|-84.5423|674.59|1
132.935|-83.9722|670.041|1
138.423|-83.707|667.925|1
144.542|-83.6664|667.601|1
150.948|-83.7884|668.575|1
70.2675|-84.3479|675.308|1
77.9479|-83.7376|670.423|1
83.694|-83.5543|668.954|1
90.0387|-83.69|670.041|1
96.5769|-83.9766|672.336|1
131.274|-83.7104|670.205|1
137.127|-83.4933|668.466|1
143.089|-83.3582|667.385|1
149.077|-83.4054|667.763|1
155.921|-83.7581|670.586|1
75.2098|-83.5504|671.187|1
81.1912|-83.3063|669.226|1
87.4278|-83.3401|669.497|1
93.6764|-83.632|671.843|1
128.534|-83.6661|672.116|1
134.063|-83.232|668.629|1
139.941|-83.0435|667.115|1
146.122|-83.0435|667.115|1
152.591|-83.3536|669.606|1
70.1985|-83.6968|674.646|1
75.9528|-83.1526|670.259|1
82.0035|-82.9907|668.954|1
88.2665|-83.0514|669.443|1
94.5407|-83.3626|671.952|1
128.251|-83.383|672.116|1
133.781|-82.9504|668.629|1
139.615|-82.7357|666.899|1
145.771|-82.7224|666.791|1
152.21|-83.0177|669.172|1
69.9086|-83.4058|674.59|1
75.6459|-82.8434|670.041|1
81.7019|-82.6889|668.792|1
87.8918|-82.6822|668.737|1
94.227|-83.0526|671.733|1
127.527|-83.1813|672.774|1
133.012|-82.7157|669.009|1
138.75|-82.4415|666.791|1
144.799|-82.3683|666.198|1
151.082|-82.5817|667.925|1
69.9029|-83.1149|674.535|1
75.6152|-82.5276|669.769|1
81.682|-82.3871|668.629|1
87.8776|-82.3871|668.629|1
94.4868|-82.7494|671.569|1
127.032|-82.9453|673.159|1
132.481|-82.454|669.172|1
138.233|-82.1872|667.007|1
144.238|-82.0877|666.198|1
150.752|-82.2738|667.709|1
68.7327|-82.7902|674.204|1
74.5352|-82.299|670.205|1
80.5359|-82.0856|668.466|1
86.723|-82.0789|668.412|1
93.196|-82.3258|670.423|1
125.101|-82.885|674.977|1
130.321|-82.2322|669.661|1
136.029|-81.9328|667.223|1
141.936|-81.774|665.93|1
148.274|-81.8666|666.683|1
154.822|-82.2122|669.497|1
71.8584|-82.1837|671.569|1
77.7646|-81.8504|668.846|1
83.8534|-81.7444|667.979|1
90.1378|-81.8305|668.683|1
96.5533|-82.2574|672.171|1
126.625|-82.2976|672.5|1
132.102|-81.8305|668.683|1
137.796|-81.5331|666.252|1
143.853|-81.4672|665.714|1
149.995|-81.6056|666.845|1
156.885|-81.9768|669.878|1
73.412|-81.7411|670.259|1
79.4033|-81.5159|668.412|1
85.5137|-81.4367|667.763|1
91.5089|-81.5159|668.412|1
98.284|-82.001|672.39|1
127.519|-81.8609|671.241|1
133.035|-81.4301|667.709|1
138.873|-81.2262|666.037|1
144.647|-81.1606|665.5|1
151.143|-81.3379|666.953|1
158.065|-81.7212|670.096|1
74.1685|-81.3596|669.443|1
80.2024|-81.1883|668.033|1
86.3505|-81.1488|667.709|1
92.361|-81.2409|668.466|1
99.2307|-81.7978|673.049|1
127.77|-81.5582|671.077|1
133.294|-81.1357|667.601|1
139.109|-80.9195|665.822|1
144.928|-80.8803|665.5|1
151.424|-81.057|666.953|1
158.386|-81.4588|670.259|1
73.8986|-81.0908|669.552|1
79.8951|-80.8807|667.817|1
85.7186|-80.8022|667.169|1
92.0496|-80.9331|668.25|1
98.923|-81.4944|672.884|1
126.953|-81.2954|671.241|1
132.461|-80.8611|667.655|1
137.998|-80.6456|665.876|1
144.04|-80.574|665.285|1
150.472|-80.7173|666.468|1
157.513|-81.1633|670.15|1
72.0298|-80.9271|670.532|1
77.6575|-80.6125|667.925|1
83.7448|-80.5147|667.115|1
90.0138|-80.5929|667.763|1
96.5767|-80.9073|670.368|1
124.978|-81.3836|674.315|1
129.944|-80.7629|669.172|1
135.518|-80.3911|666.091|1
141.461|-80.2615|665.017|1
147.683|-80.2938|665.285|1
154.671|-80.7236|668.846|1
68.4152|-81.0466|673.874|1
74.1264|-80.468|669.063|1
80.0791|-80.2207|667.007|1
86.2109|-80.1753|666.629|1
92.5525|-80.3181|667.817|1
99.4655|-80.9078|672.719|1
126.598|-80.684|670.859|1
132.127|-80.2661|667.385|1
137.876|-80.0136|665.285|1
143.936|-79.9556|664.802|1
150.387|-80.1106|666.091|1
156.988|-80.4745|669.117|1
70.4843|-80.5325|671.952|1
76.2509|-80.0498|667.925|1
82.3|-79.9139|666.791|1
88.4642|-79.901|666.683|1
94.6364|-80.1342|668.629|1
123.051|-80.8553|674.646|1
128.284|-80.2188|669.334|1
133.867|-79.8494|666.252|1
139.77|-79.6948|664.963|1
145.628|-79.682|664.856|1
152.144|-79.8687|666.414|1
159.168|-80.297|669.987|1
71.6949|-80.0213|670.041|1
77.6009|-79.7104|667.439|1
83.3358|-79.5495|666.091|1
89.6092|-79.6395|666.845|1
96.1849|-79.9693|669.606|1
122.96|-80.5118|674.149|1
128.253|-79.9174|669.172|1
133.597|-79.5752|666.306|1
139.456|-79.3956|664.802|1
145.581|-79.3764|664.641|1
152.07|-79.5495|666.091|1
159.09|-79.9758|669.661|1
71.1536|-79.765|670.259|1
77.0449|-79.4357|667.493|1
83.0485|-79.2625|666.037|1
89.2994|-79.333|666.629|1
95.8717|-79.6614|669.389|1
102.985|-80.3724|675.364|1
127.5|-79.6937|669.661|1
133.036|-79.2945|666.306|1
138.862|-79.0964|664.641|1
144.962|-79.0646|664.374|1
151.411|-79.2177|665.661|1
158.218|-79.6808|669.552|1
70.087|-79.5538|670.859|1
75.9265|-79.161|667.547|1
81.9198|-78.9756|665.983|1
88.1336|-79.0139|666.306|1
94.286|-79.2315|668.141|1
101.265|-79.8526|673.379|1
126.275|-79.5279|670.641|1
131.718|-79.065|666.737|1
137.496|-78.8355|664.802|1
143.237|-78.7594|664.16|1
149.584|-78.861|665.017|1
156.503|-79.2444|668.25|1
68.5422|-79.4457|672.336|1
74.2756|-78.9182|667.871|1
79.9498|-78.6888|665.93|1
86.0995|-78.6697|665.768|1
92.4552|-78.8288|667.115|1
99.2792|-79.3422|671.46|1
124.258|-79.4004|671.952|1
129.41|-78.9182|667.871|1
135.052|-78.5999|665.178|1
141.011|-78.486|664.213|1
147.189|-78.4986|664.32|1
153.878|-78.7714|666.629|1
161.05|-79.4004|671.952|1
71.2679|-78.7325|668.683|1
77.2448|-78.5097|666.791|1
83.2685|-78.364|665.553|1
89.5151|-78.4336|666.145|1
96.0289|-78.7133|668.521|1
102.876|-79.4345|674.646|1
126.485|-78.9181|670.259|1
131.871|-78.4273|666.091|1
137.709|-78.2377|664.481|1
143.75|-78.1747|663.946|1
149.792|-78.2629|664.695|1
156.734|-78.656|668.033|1
67.404|-78.8729|672.281|1
73.7011|-78.3429|667.763|1
79.6565|-78.1152|665.822|1
85.4766|-78.0522|665.285|1
91.8338|-78.2162|666.683|1
98.5611|-78.6549|670.423|1
123.063|-78.9759|673.159|1
128.389|-78.4191|668.412|1
133.683|-78.0585|665.339|1
139.511|-77.87|663.732|1
145.684|-77.8825|663.839|1
152.203|-78.0711|665.446|1
159.334|-78.5464|669.497|1
69.6515|-78.2517|669.389|1
75.5598|-77.948|666.791|1
81.5471|-77.7657|665.231|1
87.7466|-77.7971|665.5|1
94.1792|-78.0174|667.385|1
100.759|-78.545|671.897|1
124.702|-78.4746|671.296|1
130.043|-77.948|666.791|1
135.761|-77.6842|664.534|1
141.747|-77.5904|663.732|1
147.749|-77.6592|664.32|1
154.339|-77.8788|666.198|1
161.78|-78.4938|671.46|1
70.9805|-77.8813|668.629|1
76.8832|-77.5856|666.091|1
82.6612|-77.4792|665.178|1
88.875|-77.523|665.553|1
95.3421|-77.7678|667.655|1
102.374|-78.4153|673.214|1
125.659|-78.0838|670.368|1
131.05|-77.5982|666.198|1
136.546|-77.3732|664.267|1
142.529|-77.2798|663.465|1
148.844|-77.3669|664.213|1
155.562|-77.6483|666.629|1
163.364|-78.4281|673.324|1
70.4116|-77.5934|668.575|1
76.3282|-77.3113|666.145|1
82.3544|-77.1742|664.963|1
88.5446|-77.1991|665.178|1
95.0225|-77.4552|667.385|1
101.633|-77.998|672.062|1
125.125|-77.8205|670.532|1
130.573|-77.3676|666.629|1
136.266|-77.0934|664.267|1
142.238|-76.9941|663.412|1
148.261|-77.0747|664.106|1
154.938|-77.3363|666.36|1
162.359|-77.9345|671.514|1
69.0372|-77.3494|668.9|1
74.9375|-77.0432|666.252|1
80.674|-76.8941|664.963|1
86.8216|-76.8817|664.856|1
93.1475|-77.0183|666.037|1
99.9974|-77.5443|670.586|1
123.408|-77.7023|671.952|1
128.4|-77.1304|667.007|1
134.157|-76.8879|664.909|1
139.935|-76.6777|663.092|1
146.114|-76.6962|663.252|1
152.702|-76.9189|665.178|1
159.434|-77.3306|668.737|1
66.805|-77.4193|671.952|1
72.5643|-76.9241|667.655|1
78.4777|-76.6573|665.339|1
84.5269|-76.5523|664.427|1
90.8372|-76.682|665.553|1
97.0922|-76.974|668.087|1
104.263|-77.7042|674.425|1
125.818|-77.1615|669.715|1
131.257|-76.713|665.822|1
136.918|-76.4292|663.358|1
142.716|-76.3923|663.038|1
149.04|-76.4845|663.839|1
155.78|-76.775|666.36|1
163.234|-77.3815|671.624|1
69.2964|-76.761|668.683|1
74.9314|-76.4758|666.198|1
80.8954|-76.2786|664.481|1
87.0736|-76.2971|664.641|1
93.4053|-76.4387|665.876|1
100.141|-76.8732|669.661|1
122.252|-77.3|673.379|1
127.544|-76.7299|668.412|1
133.091|-76.3586|665.178|1
138.862|-76.1436|663.305|1
144.915|-76.0947|662.879|1
151.143|-76.2786|664.481|1
158.051|-76.6429|667.655|1
65.1707|-76.9285|672.61|1
70.9863|-76.4794|668.683|1
76.7654|-76.0662|665.07|1
82.5347|-75.962|664.16|1
88.746|-76.011|664.588|1
95.2342|-76.2753|666.899|1
102.116|-76.8032|671.514|1
122.729|-76.9598|672.884|1
127.671|-76.3556|667.601|1
133.253|-76.011|664.588|1
139.086|-75.8338|663.038|1
145.194|-75.8155|662.879|1
151.727|-76.011|664.588|1
158.691|-76.3988|667.979|1
65.1229|-76.589|672.116|1
70.9575|-76.1669|668.412|1
76.7654|-75.786|665.07|1
82.8144|-75.6823|664.16|1
89.0188|-75.725|664.534|1
95.2265|-75.9883|666.845|1
102.107|-76.5141|671.46|1
122.202|-76.7015|673.104|1
127.389|-76.0744|667.601|1
132.973|-75.7311|664.588|1
138.572|-75.5788|663.252|1
144.613|-75.5241|662.772|1
151.106|-75.7006|664.32|1
157.923|-76.019|667.115|1
64.3365|-76.3806|672.774|1
69.8484|-75.9038|668.575|1
75.6205|-75.4816|664.856|1
