216.89|-154.292|680.21
215.207|-153.744|680.322
213.02|-153.534|680.659
207.384|-153.108|680.042
219.36|-153.07|679.873
205.802|-152.923|680.491
217.642|-152.784|679.873
196.522|-152.775|681.109
211.516|-152.623|680.434
223.406|-152.523|679.986
192.617|-152.349|680.491
205.413|-152.274|680.154
217.32|-152.186|679.761
229.039|-152.174|679.705
194.64|-152.075|680.547
206.491|-151.937|679.93
218.501|-151.925|679.873
230.395|-151.837|679.481
187.234|-151.826|680.715
199.111|-151.701|680.154
210.839|-151.688|680.098
222.962|-151.751|680.378
234.668|-151.539|679.425
184.366|-151.539|680.715
196.343|-151.489|680.491
208.209|-151.365|679.93
219.896|-151.327|679.761
231.902|-151.315|679.705
177.559|-151.315|680.996
189.465|-151.203|680.491
201.436|-151.153|680.266
213.558|-151.215|680.547
226.681|-151.365|681.221
171.447|-151.203|681.784
183.204|-150.954|680.659
195.165|-150.891|680.378
206.979|-150.73|679.649
221.151|-150.829|680.098
235.982|-150.606|679.09
177.875|-150.766|681.109
189.736|-150.617|680.434
201.606|-150.493|679.873
218.305|-150.555|680.154
234.386|-150.58|680.266
173.428|-150.604|681.672
184.925|-150.38|680.659
196.852|-150.293|680.266
209.386|-150.654|681.897
229.761|-150.455|680.996
164.924|-150.416|682.123
176.727|-150.193|681.109
188.272|-150.019|680.322
200.422|-150.106|680.715
225.998|-151.104|685.24
159.832|-150.204|682.461
171.748|-150.067|681.841
183.446|-149.77|680.491
195.403|-149.708|680.21
213.352|-150.853|685.411
158.055|-149.867|682.236
169.955|-149.718|681.559
181.681|-149.446|680.322
194.164|-149.792|681.897
228.649|-150.752|686.266
158.983|-149.641|682.518
170.844|-149.456|681.672
182.526|-149.147|680.266
209.022|-150.275|685.411
153.073|-149.477|683.083
164.938|-149.279|682.179
176.426|-149.033|681.053
190.399|-149.193|681.784
148.757|-149.19|683.083
160.694|-149.054|682.461
172.467|-148.795|681.278
184.595|-148.857|681.559
142.747|-149.236|684.614
155.898|-148.853|682.857
167.741|-148.643|681.897
179.492|-148.386|680.715
236.671|-148.105|679.425
152.772|-148.602|683.027
164.664|-148.43|682.236
176.008|-148.062|680.547
236.405|-147.831|679.481
151.084|-148.351|683.196
